10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 10, 00, 09, 00, 00, FF, FC, FF, FF, 00, 03, 00, 00, 06, 11, 00, 00, 02, BA, 00, 00, C1, 57, 00, 00, 01, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EA, 30, 00, 43, 00, 00, FF, FB, FF, FF, 00, 07, FF, FF, 05, EC, 00, 00, 02, DE, 00, 00, C1, AB, 00, 00, 01, E5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EB, BE, B6, F4, FF, FF, E4, AA, 00, 01, 7E, 07, 00, 00, E1, 6B, 00, 84, 25, E2, 00, 40, 89, 11, 0F, A0, 00, 12
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, ED, 4B, FF, F8, 00, 00, 00, 1B, FF, FF, 00, 02, FF, FF, 06, 32, 00, 00, 03, 47, 00, 00, C2, 04, 00, 00, 01, DE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EE, D8, C2, 81, 00, 02, 9D, D9, 00, 00, 00, 00, 00, 01, AA, D4, 00, 7A, 28, 5B, 00, 38, 39, 10, 0F, A6, 00, 80
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 67, 00, 08, 00, 00, FF, F6, FF, FF, FF, DA, FF, FF, 05, FB, 00, 00, 02, AE, 00, 00, C1, 75, 00, 00, 01, 5D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F1, F5, 66, FE, FF, FC, DF, 1C, 00, 01, A4, 8F, 00, 00, 77, C0, 00, 7C, 49, 18, 00, 3F, 94, 04, 0F, 9C, 00, 57
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F3, 82, FF, F3, FF, FF, 00, 0A, 00, 00, FF, E6, FF, FF, 06, 10, 00, 00, 03, 17, 00, 00, C1, F6, 00, 00, 01, 87
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F5, 11, 18, CF, 00, 00, 02, F1, FF, FF, A1, C3, 00, 00, 18, 47, 00, 7B, F9, C5, 00, 38, 1E, 6D, 0F, A3, 00, 9C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F6, 9F, 00, 03, 00, 00, 00, 1B, 00, 00, 00, 02, 00, 00, 06, 2E, 00, 00, 02, CE, 00, 00, C1, 06, 00, 00, 01, CE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F8, 2D, 4C, 99, 00, 00, 19, F0, FF, FE, AF, C3, FF, FE, 25, 08, 00, 75, 28, 31, 00, 49, 94, 78, 0F, 99, 00, C4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F9, BB, 00, 33, 00, 00, 00, 0A, FF, FF, 00, 13, 00, 00, 00, 00, 00, 00, 02, DB, 00, 00, C2, 36, 00, 00, 01, 25
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FB, 49, 0D, 8D, 00, 01, F1, A2, 00, 01, FF, 9B, 00, 00, 4F, 0A, 00, 80, 79, 72, 00, 39, B2, 42, 0F, AA, 00, 04
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FC, D6, FF, D8, FF, FF, FF, D5, FF, FF, 00, 39, 00, 00, 06, 1B, 00, 00, 02, EC, 00, 00, C1, 40, 00, 00, 01, 10
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FE, 64, 6E, 24, 00, 00, 10, 43, FF, FF, 8F, 01, FF, FF, DF, 50, 00, 77, FC, 9D, 00, 45, B2, AA, 0F, 94, 00, A3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FF, F1, 00, 13, FF, FF, FF, EF, FF, FF, 00, 08, FF, FF, 05, F5, 00, 00, 02, F8, 00, 00, C1, 9C, 00, 00, 01, 92
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 01, 7F, FA, 62, 00, 02, 00, 00, FF, FF, 16, A9, 00, 00, 50, 19, 00, 81, E6, E2, 00, 3B, 50, 09, 0F, A8, 00, E5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 03, 0E, FF, DD, FF, FF, FF, FA, 00, 00, 00, 01, 00, 00, 05, FA, 00, 00, 03, 3D, 00, 00, C1, 85, 00, 00, 01, B8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 04, 9D, B7, 88, FF, FF, 84, 52, 00, 00, 14, 68, 00, 01, 06, B7, 00, 00, AD, DB, 00, 44, AD, 3C, 0F, 9B, 00, 9A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 06, 2B, 00, 48, 00, 00, 00, 0B, 00, 00, 00, 18, 00, 00, 06, 4B, 00, 00, 00, 00, 00, 00, C1, B1, 00, 00, 01, AD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 07, B9, 2E, A5, 00, 00, 7E, 70, FF, FF, 1B, FC, FF, FF, FF, 52, 00, 7F, C1, B4, 00, 3D, F2, 44, 0F, A2, 00, 4A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 09, 48, 00, 00, FF, FF, FF, F0, FF, FF, 00, 0C, FF, FF, 05, 97, 00, 00, 03, 12, 00, 00, C1, F5, 00, 00, 01, FB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0A, D6, A8, 5F, FF, FE, 9B, 14, FF, FF, F9, E5, 00, 01, C5, 01, 00, 7D, 73, 6A, 00, 3E, 2E, F2, 0F, A7, 00, F1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0C, 65, 00, 2E, 00, 00, 00, 11, FF, FF, 00, 01, 00, 00, 06, 3F, 00, 00, 02, FC, 00, 00, C1, 85, 00, 00, 01, 86
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0D, F4, AF, 23, 00, 00, 0D, 03, FF, FF, 15, E0, FF, FF, 8B, E2, 00, 83, DE, E9, 00, 38, 0D, 6A, 0F, 97, 00, 2D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0F, 82, FF, D3, FF, FF, FF, FA, FF, FF, FF, FB, 00, 00, 05, D8, 00, 00, 03, 3F, 00, 00, C1, A8, 00, 00, 01, 28
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 11, 10, 9A, FC, 00, 01, 06, AC, FF, FF, 2D, E0, 00, 01, 53, 24, 00, 76, 91, E5, 00, 3E, 6A, BA, 0F, A6, 00, 3D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 12, 9F, 00, 18, 00, 00, 00, 0C, FF, FF, 00, 2F, 00, 00, 06, 65, 00, 00, 02, BC, 00, 00, C1, 84, 00, 00, 01, BE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 14, 2C, 0D, AF, 00, 01, E8, 25, FF, FF, BF, 04, FF, FF, 5C, 4D, 00, 00, 54, 3A, 00, 3C, 27, B9, 0F, 9A, 00, 12
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 15, BA, 00, 19, 00, 00, 00, 0A, FF, FF, FF, F1, FF, FF, 05, FA, 00, 00, 03, 34, 00, 00, 00, 00, 00, 00, 01, 62
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 17, 48, 2B, B2, 00, 01, 90, 15, FF, FF, 2E, 51, FF, FE, 0B, C3, 00, 77, CE, EC, 00, 35, D9, 40, 0F, A3, 00, A8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 18, D7, FF, ED, 00, 00, 00, 0B, FF, FF, 00, 34, 00, 00, 06, 5F, 00, 00, 02, F8, 00, 00, C1, A2, 00, 00, 01, 28
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1A, 66, C3, 34, 00, 00, ED, 51, 00, 00, 09, 55, 00, 01, 2E, EC, 00, 7C, A9, 6D, 00, 45, 58, 26, 0F, 9B, 00, 7A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1B, F5, 00, 13, 00, 00, FF, E9, 00, 00, 00, 01, FF, FF, 05, E8, 00, 00, 02, DD, 00, 00, C1, 97, 00, 00, 01, 7C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1D, 82, FD, A9, 00, 01, 77, A6, 00, 00, 8E, 6F, 00, 01, 69, F0, 00, 7A, 51, 67, 00, 39, 15, D1, 0F, A4, 00, 0B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1F, 11, 00, 12, FF, FF, 00, 1B, 00, 00, 00, 0D, 00, 00, 06, 6A, 00, 00, 03, 16, 00, 00, C1, CB, 00, 00, 01, CB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 20, 9F, 4B, 01, FF, FF, 63, CB, 00, 00, 16, 60, 00, 00, 43, 72, 00, 7D, F7, 78, 00, 00, 08, 3B, 0F, 9D, 00, 8A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 22, 2E, 00, 13, 00, 00, FF, FB, FF, FF, 00, 01, 00, 00, 05, A0, 00, 00, 02, BC, 00, 00, C1, C4, 00, 00, 01, 92
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 23, BC, 0E, 70, 00, 02, 03, CF, 00, 00, 15, 1B, 00, 00, 84, 6B, 00, 7C, 68, 88, 00, 00, 91, 89, 0F, A0, 00, D2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 25, 4B, FF, C3, FF, FF, FF, EB, FF, FF, FF, F1, FF, FF, 06, 02, 00, 00, 03, 51, 00, 00, C1, 6D, 00, 00, 01, DE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 26, DA, 07, DB, 00, 00, ED, F3, 00, 01, A0, BA, 00, 00, 21, 9F, 00, 7E, A2, E8, 00, 41, B3, CB, 0F, A5, 00, A5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 28, 67, 00, 3E, 00, 00, FF, E0, 00, 00, FF, F1, FF, FF, 05, AD, 00, 00, 02, B2, 00, 00, C1, B1, 00, 00, 01, C0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 29, F5, 55, BF, 00, 01, 21, 5A, FF, FD, 0F, A2, 00, 00, AE, 0D, 00, 7A, AB, 39, 00, 36, 8F, 83, 0F, 9F, 00, B7
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2B, 83, FF, D3, FF, FF, 00, 0B, 00, 00, 00, 02, 00, 00, 05, F2, 00, 00, 03, 56, 00, 00, C1, 67, 00, 00, 01, 51
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2D, 12, A5, 16, 00, 01, 86, 63, 00, 00, 96, 37, 00, 01, B5, A7, 00, 7B, 13, 69, 00, 47, A4, 16, 0F, A5, 00, 07
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2E, A0, 00, 34, 00, 00, FF, F5, FF, FF, FF, BF, FF, FF, 06, 11, 00, 00, 02, 8B, 00, 00, C1, B8, 00, 00, 01, 1B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 30, 2D, C0, C3, 00, 00, AD, B6, FF, FF, 88, F4, 00, 02, 57, D8, 00, 7C, 65, 94, 00, 3C, 36, D1, 0F, 9D, 00, 9F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 31, BB, 00, 13, 00, 00, FF, F5, 00, 00, FF, E6, FF, FF, 05, FA, 00, 00, 03, B8, 00, 00, C1, BB, 00, 00, 01, 5A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 33, 4A, 9B, 50, FF, FF, 3A, A9, FF, FE, 90, 5C, 00, 01, CF, 1B, 00, 7A, 4C, 6C, 00, 3B, C1, BE, 0F, A7, 00, 0C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 34, D8, 00, 48, 00, 00, 00, 0B, FF, FF, FF, EB, FF, FF, 06, 27, 00, 00, 02, A6, 00, 00, C1, 90, 00, 00, 01, B9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 36, 66, CD, 67, FF, FF, 03, 10, FF, FF, AD, 8C, 00, 01, EB, 92, 00, 7C, 44, 19, 00, 3C, AA, 53, 0F, 99, 00, 9D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 37, F4, 00, 19, FF, FF, 00, 00, 00, 00, 00, 0C, 00, 00, 06, 10, 00, 00, 03, 4A, 00, 00, C1, A0, 00, 00, 01, 60
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 39, 82, A3, BF, 00, 00, 02, D9, FF, FE, A5, 0D, 00, 00, 0C, 49, 00, 77, 76, AC, 00, 3A, E3, BF, 0F, A4, 00, 71
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3B, 10, 00, 1E, 00, 00, FF, EA, 00, 00, 00, 12, 00, 00, 06, 1F, 00, 00, 02, B4, 00, 00, C1, A2, 00, 00, 01, F0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3C, 9E, DC, 0E, FF, FD, 8A, 52, FF, FF, 28, 69, FF, FD, 4F, 04, 00, 7D, 81, 0E, 00, 40, F2, 08, 0F, 9A, 00, B6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3E, 2D, FF, E9, FF, FF, 00, 05, 00, 00, 00, 0D, 00, 00, 06, 2F, 00, 00, 03, 29, 00, 00, C1, FE, 00, 00, 01, D1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3F, BC, 76, FD, 00, 01, 81, FE, 00, 00, AB, 9A, FF, FF, 63, F9, 00, 81, E2, BC, 00, 3C, 6E, 14, 0F, A5, 00, 6B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 41, 49, 00, 0E, 00, 00, 00, 2C, 00, 00, 00, 34, 00, 00, 06, 30, 00, 00, 02, C7, 00, 00, C1, 7A, 00, 00, 01, 80
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 42, D8, 3A, FB, FF, FE, 78, CF, 00, 00, 0A, 4E, 00, 01, A9, 22, 00, 77, 33, EF, 00, 44, 67, 1A, 0F, 96, 00, 07
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 44, 67, 00, 29, 00, 00, 00, 05, 00, 00, FF, F7, 00, 00, 06, 08, 00, 00, 03, 2C, 00, 00, C1, BE, 00, 00, 01, D9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 45, F5, AF, E3, 00, 02, 92, 08, 00, 00, 15, B9, FF, FF, DF, DB, 00, 7F, 75, D4, 00, 3A, 3E, B6, 0F, A6, 00, E6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 47, 84, FF, E3, FF, FF, FF, FA, FF, FF, 00, 1D, 00, 00, 06, 20, 00, 00, 02, D9, 00, 00, C1, 6D, 00, 00, 01, 3C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 49, 13, B2, E0, FF, FF, 04, 96, FF, FF, 1B, 66, FF, FF, 49, 62, 00, 7C, 73, 9E, 00, 46, 9E, 79, 0F, 9F, 00, 93
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4A, A0, 00, 08, 00, 00, FF, FA, FF, FF, 00, 00, 00, 00, 06, 17, 00, 00, 02, D0, 00, 00, C1, D2, 00, 00, 01, B9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4C, 2F, 6D, 10, 00, 02, 8D, BA, FF, FF, 9E, C4, 00, 00, DA, B0, 00, 81, 5B, 72, 00, 36, BE, 90, 0F, 9F, 00, F8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4D, BE, FF, F9, FF, FF, FF, E4, 00, 00, 00, 12, 00, 00, 05, ED, 00, 00, 03, 32, 00, 00, C1, 4C, 00, 00, 01, 78
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4F, 4D, 41, 6D, FF, FE, 8A, E0, 00, 00, 17, B4, 00, 01, F5, 58, 00, 77, 29, B1, 00, 45, 99, 99, 0F, A3, 00, 91
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 50, DB, 00, 2E, 00, 00, FF, EF, FF, FF, 00, 18, 00, 00, 06, 38, 00, 00, 02, EB, 00, 00, C1, E0, 00, 00, 01, 77
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 52, 69, 38, D0, 00, 00, 41, EB, FF, FE, 02, 7B, 00, 01, 66, 97, 00, 80, 69, 71, 00, 3A, E3, F1, 0F, 9E, 00, C9
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 53, F8, 00, 09, 00, 00, 00, 0B, 00, 00, FF, EB, FF, FF, 05, DA, 00, 00, 03, 40, 00, 00, C1, 8A, 00, 00, 01, 02
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 55, 86, 75, FA, 00, 00, 39, 01, FF, FE, 1A, 45, 00, 01, 70, 48, 00, 78, EB, 45, 00, 42, 34, 81, 0F, A3, 00, 37
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 57, 15, 00, 34, 00, 00, FF, FB, 00, 00, FF, FD, FF, FF, 06, 38, 00, 00, 02, D2, 00, 00, C1, D4, 00, 00, 01, 89
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 58, A3, AF, 63, 00, 00, EA, 19, 00, 01, A5, 90, FF, FF, 79, 68, 00, 7F, 9A, 59, 00, 3A, E1, DB, 0F, 9E, 00, 87
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5A, 32, 00, 04, FF, FF, FF, E9, FF, FF, 00, 08, 00, 00, 05, CD, 00, 00, 03, 55, 00, 00, C1, AA, 00, 00, 01, 5F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5B, C1, 0E, 2C, 00, 01, 7E, AC, 00, 00, 17, 64, 00, 00, 48, 41, 00, 77, A3, 44, 00, 3F, C3, DD, 0F, A0, 00, BE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5D, 50, 00, 09, 00, 00, 00, 00, FF, FF, 00, 3F, 00, 00, 06, 36, 00, 00, 02, B5, 00, 00, C1, 9B, 00, 00, 01, 90
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 5E, DD, 84, 24, 00, 01, CD, 84, 00, 02, 96, 77, FF, FE, 3D, BD, 00, 83, 21, 1F, 00, 42, 9F, 37, 00, 00, 00, 63
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 60, 6A, FF, D3, FF, FF, 00, 06, 00, 00, FF, F1, FF, FF, 05, DC, 00, 00, 02, F9, 00, 00, C1, 92, 00, 00, 01, 0B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 61, F9, 13, DB, 00, 00, 74, 97, 00, 02, 18, C6, 00, 00, B9, 78, 00, 72, 38, 20, 00, 3A, 6E, 8C, 0F, A0, 00, 5E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 63, 87, FF, E9, 00, 00, FF, F5, 00, 00, 00, 17, 00, 00, 06, 29, 00, 00, 02, C4, 00, 00, C1, A4, 00, 00, 01, 85
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 65, 14, AE, 5B, 00, 01, DD, A0, 00, 01, 89, 6C, FF, FF, 30, 06, 00, 80, 5D, B3, 00, 43, 23, 8D, 0F, A1, 00, AA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 66, A2, 00, 07, 00, 00, FF, E5, 00, 00, FF, E5, 00, 00, 05, C9, 00, 00, 02, EA, 00, 00, C1, EC, 00, 00, 01, 8C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 68, 2F, 0D, 32, 00, 02, F1, 20, 00, 00, 18, FD, FF, FF, 86, 0E, 00, 77, 51, 07, 00, 3B, 35, BB, 0F, A3, 00, 89
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 69, BC, 00, 13, FF, FF, 00, 00, FF, FF, 00, 02, 00, 00, 06, 60, 00, 00, 03, 03, 00, 00, C1, 66, 00, 00, 01, 17
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6B, 4A, 45, 6F, FF, FF, 02, 31, 00, 00, 7C, 38, 00, 02, 75, 74, 00, 7B, 0A, 2D, 00, 44, DB, 57, 0F, A1, 00, 5E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6C, D7, 00, 14, 00, 00, 00, 05, FF, FF, 00, 08, 00, 00, 05, A6, 00, 00, 02, E7, 00, 00, C1, E1, 00, 00, 01, E6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6E, 66, 00, 6C, 00, 02, 67, 2E, 00, 00, 02, 86, 00, 02, EF, 7D, 00, 7C, 0F, CA, 00, 39, FE, AC, 0F, 9D, 00, FE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 6F, F5, FF, E9, FF, FF, FF, FA, FF, FF, 00, 2A, 00, 00, 06, 2D, 00, 00, 03, 22, 00, 00, C1, 87, 00, 00, 01, 59
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 71, 83, 00, 00, FF, FF, 12, 0F, FF, FE, 84, 63, 00, 00, 66, B3, 00, 7D, AC, F9, 00, 45, 72, 72, 0F, A3, 00, 5A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 73, 11, 00, 3E, 00, 00, 00, 11, 00, 00, 00, 07, 00, 00, 05, D8, 00, 00, 02, A5, 00, 00, C1, A4, 00, 00, 01, 11
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 74, 9F, 4F, 55, 00, 01, 00, 00, FF, FE, 09, 96, FF, FF, 4C, CE, 00, 79, 3C, 2E, 00, 39, D2, DF, 0F, 9E, 00, 33
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 76, 2D, FF, D4, FF, FF, FF, EF, FF, FF, 00, 18, 00, 00, 06, 25, 00, 00, 03, 6A, 00, 00, C1, 59, 00, 00, 01, 78
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 77, BA, AA, 58, 00, 00, 7D, 3B, 00, 01, 93, A6, FF, FF, C1, FB, 00, 7F, 63, A1, 00, 46, B9, F8, 0F, A2, 00, 57
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 79, 48, 00, 2E, 00, 00, 00, 01, 00, 00, 00, 0C, FF, FF, 05, FC, 00, 00, 02, BD, 00, 00, C1, 95, 00, 00, 01, 5E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7A, D6, 29, AA, 00, 00, 04, 23, FF, FF, 99, F2, 00, 00, 9E, A6, 00, 7D, F2, D5, 00, 3A, 18, 31, 0F, 9C, 00, D6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7C, 65, FF, ED, FF, FF, 00, 11, 00, 00, 00, 29, 00, 00, 06, 16, 00, 00, 03, 68, 00, 00, C1, 84, 00, 00, 01, 1F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7D, F3, 79, 2B, 00, 00, 8A, 1B, FF, FF, A4, FA, 00, 01, 9C, EA, 00, 76, 55, 7C, 00, 3B, E4, CB, 0F, A4, 00, 0D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 7F, 81, FF, FD, 00, 00, 00, 21, FF, FF, FF, F1, FF, FF, 06, 20, 00, 00, 02, AD, 00, 00, C1, A2, 00, 00, 01, 8F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 81, 10, 69, 0C, 00, 00, 91, 22, FF, FF, 23, 76, FF, FE, 4D, 04, 00, 7E, D5, 2A, 00, 3C, DF, 07, 0F, 9F, 00, 38
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 82, 9E, FF, E8, FF, FF, FF, D4, FF, FF, FF, EC, FF, FF, 00, 00, 00, 00, 03, 48, 00, 00, C1, C3, 00, 00, 01, DC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 84, 2C, 60, C1, 00, 01, F5, 07, FF, FF, 1A, 8C, FF, FF, 0C, 82, 00, 7A, E4, DB, 00, 3E, E1, 23, 0F, A4, 00, 79
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 85, B9, FF, F8, 00, 00, FF, F0, FF, FF, 00, 23, 00, 00, 06, 2D, 00, 00, 02, BD, 00, 00, C1, 99, 00, 00, 01, DF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 87, 48, 35, DD, 00, 00, 08, 45, 00, 00, 0E, 84, 00, 01, 6D, 57, 00, 7C, 24, CD, 00, 3D, A2, E9, 0F, 9B, 00, B1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 88, D6, 00, 07, 00, 00, 00, 0B, FF, FF, 00, 0D, 00, 00, 05, E2, 00, 00, 03, 2E, 00, 00, C1, D3, 00, 00, 01, 75
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8A, 64, 6E, 54, 00, 01, 97, AE, 00, 00, 9D, B5, 00, 00, 13, C0, 00, 7C, EF, C8, 00, 39, 26, 8E, 0F, A7, 00, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8B, F2, FF, D8, FF, FF, FF, F4, FF, FF, 00, 07, FF, FF, 06, 0A, 00, 00, 02, C1, 00, 00, C1, 7A, 00, 00, 01, A4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8D, 7F, 59, 48, FF, FC, A0, AF, 00, 00, 8B, 16, 00, 00, D4, F1, 00, 77, FF, B4, 00, 46, C6, 6D, 0F, A1, 00, FD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 8F, 0E, 00, 13, FF, FF, FF, EA, 00, 00, FF, EB, 00, 00, 06, 08, 00, 00, 02, FD, 00, 00, C1, F7, 00, 00, 01, 94
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 90, 9B, 9E, 5D, 00, 02, 85, A4, 00, 00, 93, AB, FF, FF, 64, 4D, 00, 7D, 15, E3, 00, 37, 7C, 50, 0F, A4, 00, B6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 92, 29, FF, ED, FF, FF, 00, 16, 00, 00, 00, 1D, 00, 00, 06, 3D, 00, 00, 02, FC, 00, 00, C1, 5B, 00, 00, 01, 83
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 93, B7, C5, FA, FF, FE, 07, 8D, 00, 00, 8E, 21, 00, 00, 75, B7, 00, 73, EE, BF, 00, 49, 5D, 3D, 0F, 9B, 00, 6F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 95, 46, 00, 38, 00, 00, 00, 00, 00, 00, 00, 12, 00, 00, 05, FA, 00, 00, 02, DA, 00, 00, C1, B1, 00, 00, 01, C0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 96, D4, 10, 50, 00, 02, 08, C3, 00, 00, 0B, 17, 00, 00, 63, 7D, 00, 00, 08, C4, 00, 36, 8D, 69, 0F, A2, 00, 8F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 98, 62, FF, F8, FF, FF, 00, 00, FF, FF, 00, 18, 00, 00, 05, F5, 00, 00, 03, 21, 00, 00, C1, 5F, 00, 00, 01, 91
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 99, F1, 34, D1, FF, FE, 91, 41, FF, FF, 9F, CE, FF, FF, 06, 0F, 00, 76, 32, 51, 00, 47, 00, 00, 0F, A5, 00, 1D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9B, 80, 00, 1E, FF, FF, 00, 05, 00, 00, FF, F5, FF, FF, 06, 20, 00, 00, 02, AB, 00, 00, C1, DB, 00, 00, 01, EB
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9D, 0E, 89, CC, 00, 01, EA, 3C, 00, 00, 1D, 0F, 00, 00, 51, F4, 00, 83, 07, 20, 00, 36, 88, 23, 0F, A5, 00, 24
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 9E, 9D, FF, E8, 00, 00, FF, EA, 00, 00, FF, FC, 00, 00, 05, F8, 00, 00, 03, 33, 00, 00, C1, 8A, 00, 00, 01, D2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A0, 2B, E9, CB, 00, 01, 88, 18, 00, 00, 9F, 4E, 00, 01, 1A, 86, 00, 76, CE, F3, 00, 3E, 70, A4, 0F, 9E, 00, 31
